Customer ID,recency,frequency,monetary,R_score,F_score,M_score,segment,cancellation_rate,purchase_orders,cancelled_orders,true_champion
12423,22,2,763.08,4,2,3,Potential,0.0,2,0,False
12424,57,2,1579.07,3,2,4,Potential,0.6,2,3,False
12425,83,1,964.21,2,1,3,Lost,0.5,1,1,False
12426,297,1,762.48,1,1,3,Lost,0.5,1,1,False
12427,6,1,303.5,5,1,2,Potential,0.0,1,0,False
12429,0,5,3735.51,5,4,5,Champions,0.16666666666666666,5,1,True
12431,8,13,4370.52,5,5,5,Champions,0.1875,13,3,True
12433,1,5,7205.39,5,4,5,Champions,0.0,5,0,True
12434,16,1,297.29,4,1,2,Potential,0.0,1,0,False
12435,31,4,6096.04,4,4,5,Champions,0.0,4,0,True
12437,30,21,7731.99,4,5,5,Champions,0.25,21,7,False
12439,317,2,1142.88,1,2,4,Lost,0.3333333333333333,2,1,False
12440,97,2,859.2,2,2,3,Lost,0.3333333333333333,2,1,False
12441,1,1,173.55,5,1,1,Potential,0.0,1,0,False
12443,367,1,485.31,1,1,2,Lost,0.0,1,0,False
12445,55,1,301.58000000000004,3,1,2,Potential,0.5,1,1,False
12449,45,2,768.6,3,2,3,Potential,0.0,2,0,False
12450,34,3,490.32,4,3,2,Loyal,0.4,3,2,False
12451,98,3,3634.36,2,3,5,At Risk,0.25,3,1,False
12454,30,4,13151.44,4,4,5,Champions,0.42857142857142855,4,3,False
12455,80,4,3413.09,2,4,5,At Risk,0.0,4,0,False
12457,70,1,632.68,2,1,3,Lost,0.5,1,1,False
12458,62,2,830.09,3,2,3,Potential,0.0,2,0,False
12459,240,1,454.36,1,1,2,Lost,0.0,1,0,False
12460,91,1,326.65,2,1,2,Lost,0.0,1,0,False
12466,317,1,56.73,1,1,1,Lost,0.0,1,0,False
12467,58,1,132.8,3,1,1,Potential,0.5,1,1,False
12468,161,3,2941.2,2,3,5,At Risk,0.5714285714285714,3,4,False
12469,157,2,3070.54,2,2,5,Lost,0.0,2,0,False
12470,324,1,211.95,1,1,1,Lost,0.0,1,0,False
12471,9,47,20069.54,5,5,5,Champions,0.4050632911392405,47,32,False
12472,4,13,11308.48,5,5,5,Champions,0.5,13,13,False
12474,13,13,5048.66,5,5,5,Champions,0.48,13,12,False
12475,44,1,426.26,3,1,2,Potential,0.0,1,0,False
12476,31,12,7267.49,4,5,5,Champions,0.3333333333333333,12,6,False
12477,34,3,7056.63,4,3,5,Loyal,0.0,3,0,False
12480,34,3,2183.2200000000003,4,3,5,Loyal,0.25,3,1,False
12481,0,6,6765.07,5,4,5,Champions,0.25,6,2,False
12482,211,27,21941.72,1,5,5,At Risk,0.0,27,0,False
12483,13,11,2612.2000000000003,5,5,5,Champions,0.21428571428571427,11,3,False
12484,118,6,1826.78,2,4,4,At Risk,0.25,6,2,False
12485,164,1,708.1,2,1,3,Lost,0.0,1,0,False
12486,66,1,1037.28,3,1,4,Potential,0.0,1,0,False
12487,365,1,285.29999999999995,1,1,2,Lost,0.5,1,1,False
12490,13,11,4405.71,5,5,5,Champions,0.08333333333333333,11,1,True
12492,38,1,452.0,3,1,2,Potential,0.0,1,0,False
12494,0,3,626.77,5,3,3,Loyal,0.4,3,2,False
12495,275,1,357.4,1,1,2,Lost,0.5,1,1,False
12496,255,2,45.34,1,2,1,Lost,0.0,2,0,False
12497,35,2,5205.400000000001,4,2,5,Potential,0.3333333333333333,2,1,False
12499,195,1,393.72,1,1,2,Lost,0.0,1,0,False
12500,70,8,1697.39,2,5,4,At Risk,0.3333333333333333,8,4,False
12503,219,1,1126.0,1,1,4,Lost,0.0,1,0,False
12504,52,2,297.0,3,2,2,Potential,0.0,2,0,False
12505,43,1,955.2,3,1,3,Potential,0.5,1,1,False
12507,219,1,539.25,1,1,3,Lost,0.0,1,0,False
12510,94,5,2784.46,2,4,5,At Risk,0.5,5,5,False
12511,63,1,3084.02,3,1,5,Potential,0.5,1,1,False
12514,276,1,580.08,1,1,3,Lost,0.0,1,0,False
12516,65,2,1336.56,3,2,4,Potential,0.0,2,0,False
12519,111,1,385.7,2,1,2,Lost,0.5,1,1,False
12523,9,12,2562.58,5,5,5,Champions,0.29411764705882354,12,5,False
12524,23,9,6640.39,4,5,5,Champions,0.1,9,1,True
12525,133,3,973.73,2,3,3,At Risk,0.625,3,5,False
12527,129,2,386.8,2,2,2,Lost,0.0,2,0,False
12529,163,1,316.48,2,1,2,Lost,0.5,1,1,False
12530,50,5,2096.98,3,4,4,Loyal,0.2857142857142857,5,2,False
12531,321,1,1807.98,1,1,4,Lost,0.5,1,1,False
12533,262,2,1367.89,1,2,4,Lost,0.6666666666666666,2,4,False
12537,43,1,732.94,3,1,3,Potential,0.0,1,0,False
12538,13,1,276.5,5,1,2,Potential,0.0,1,0,False
12539,85,3,5646.400000000001,2,3,5,At Risk,0.0,3,0,False
12540,13,16,8854.25,5,5,5,Champions,0.058823529411764705,16,1,True
12542,119,2,481.88,2,2,2,Lost,0.5,2,2,False
12543,83,1,980.25,2,1,3,Lost,0.0,1,0,False
12547,135,1,175.78,2,1,1,Lost,0.0,1,0,False
12549,210,6,1575.68,1,4,4,At Risk,0.0,6,0,False
12553,20,2,916.47,4,2,3,Potential,0.3333333333333333,2,1,False
12554,83,1,468.5,2,1,2,Lost,0.0,1,0,False
12555,317,1,129.23,1,1,1,Lost,0.0,1,0,False
12557,6,4,6725.18,5,4,5,Champions,0.0,4,0,True
12562,20,2,1185.18,4,2,4,Potential,0.0,2,0,False
12563,43,1,249.24,3,1,1,Potential,0.0,1,0,False
12567,2,7,4308.58,5,5,5,Champions,0.125,7,1,True
12568,279,1,70.0,1,1,1,Lost,0.0,1,0,False
12570,317,1,77.52,1,1,1,Lost,0.0,1,0,False
12573,16,4,556.87,4,4,3,Champions,0.0,4,0,True
12575,92,2,622.8199999999999,2,2,3,Lost,0.0,2,0,False
12576,27,3,826.89,4,3,3,Loyal,0.4,3,2,False
12577,16,5,990.5,4,4,4,Champions,0.0,5,0,True
12578,20,2,1847.94,4,2,4,Potential,0.3333333333333333,2,1,False
12580,211,1,637.2,1,1,3,Lost,0.0,1,0,False
12582,57,2,1469.04,3,2,4,Potential,0.0,2,0,False
12583,8,13,7166.0599999999995,5,5,5,Champions,0.07142857142857142,13,1,True
12586,9,3,1865.73,5,3,4,Loyal,0.25,3,1,False
12588,34,3,743.88,4,3,3,Loyal,0.25,3,1,False
12589,56,5,2993.23,3,4,5,Loyal,0.2857142857142857,5,2,False
12591,25,2,886.1,4,2,3,Potential,0.0,2,0,False
12592,154,2,1430.04,2,2,4,Lost,0.0,2,0,False
12594,13,5,1751.89,5,4,4,Champions,0.16666666666666666,5,1,True
12595,139,1,299.02,2,1,2,Lost,0.0,1,0,False
12598,98,3,1511.01,2,3,4,At Risk,0.5,3,3,False
12599,16,6,1264.14,4,4,4,Champions,0.0,6,0,True
12600,6,12,2444.88,5,5,5,Champions,0.2,12,3,False
12601,39,1,104.19999999999999,3,1,1,Potential,0.0,1,0,False
12605,11,4,1232.95,5,4,4,Champions,0.2,4,1,False
12606,317,1,21.0,1,1,1,Lost,0.0,1,0,False
12608,39,1,415.79,3,1,2,Potential,0.0,1,0,False
12609,9,6,2309.01,5,4,5,Champions,0.14285714285714285,6,1,True
12613,23,5,3472.9900000000002,4,4,5,Champions,0.2857142857142857,5,2,False
12615,48,4,3449.79,3,4,5,Loyal,0.42857142857142855,4,3,False
12616,23,1,417.8,4,1,2,Potential,0.5,1,1,False
12619,195,1,140.14,1,1,1,Lost,0.0,1,0,False
12621,0,16,11086.14,5,5,5,Champions,0.2727272727272727,16,6,False
12623,51,6,3442.7400000000002,3,4,5,Loyal,0.25,6,2,False
12625,144,2,2481.06,2,2,5,Lost,0.0,2,0,False
12629,20,2,1558.22,4,2,4,Potential,0.0,2,0,False
12631,91,5,2841.07,2,4,5,At Risk,0.16666666666666666,5,1,False
12632,155,2,804.88,2,2,3,Lost,0.5,2,2,False
12633,17,3,3514.18,4,3,5,Loyal,0.4,3,2,False
12634,170,2,490.0,2,2,2,Lost,0.0,2,0,False
12635,27,2,1241.23,4,2,4,Potential,0.0,2,0,False
12636,373,1,141.0,1,1,1,Lost,0.0,1,0,False
12637,13,4,2280.91,5,4,5,Champions,0.0,4,0,True
12638,274,1,249.8,1,1,1,Lost,0.0,1,0,False
12639,69,2,826.27,3,2,3,Potential,0.0,2,0,False
12643,20,6,4960.18,4,4,5,Champions,0.25,6,2,False
12644,65,3,1440.58,3,3,4,Loyal,0.4,3,2,False
12645,44,4,1764.12,3,4,4,Loyal,0.2,4,1,False
12647,2,27,14201.53,5,5,5,Champions,0.22857142857142856,27,8,False
12648,72,3,793.95,2,3,3,At Risk,0.25,3,1,False
12649,17,5,1671.1399999999999,4,4,4,Champions,0.2857142857142857,5,2,False
12651,13,3,263.75,5,3,2,Loyal,0.25,3,1,False
12652,69,1,97.05000000000001,3,1,1,Potential,0.0,1,0,False
12653,161,1,1950.98,2,1,4,Lost,0.0,1,0,False
12655,58,1,261.35,3,1,2,Potential,0.0,1,0,False
12656,60,3,2356.66,3,3,5,Loyal,0.25,3,1,False
12661,71,1,162.0,2,1,1,Lost,0.0,1,0,False
12662,8,10,3138.2400000000002,5,5,5,Champions,0.09090909090909091,10,1,True
12663,259,2,239.4,1,2,1,Lost,0.3333333333333333,2,1,False
12664,149,2,1188.16,2,2,4,Lost,0.0,2,0,False
12665,52,2,250.6,3,2,2,Potential,0.3333333333333333,2,1,False
12666,29,1,1248.42,4,1,4,Potential,0.0,1,0,False
12668,13,6,7575.88,5,4,5,Champions,0.0,6,0,True
12670,20,2,764.24,4,2,3,Potential,0.0,2,0,False
12671,241,1,2622.481,1,1,5,Lost,0.0,1,0,False
12672,230,1,211.15,1,1,1,Lost,0.5,1,1,False
12673,36,1,619.5,3,1,3,Potential,0.0,1,0,False
12675,188,2,957.25,1,2,3,Lost,0.5,2,2,False
12676,43,5,1511.7,3,4,4,Loyal,0.16666666666666666,5,1,False
12677,190,2,395.1,1,2,2,Lost,0.3333333333333333,2,1,False
12678,10,9,16652.72,5,5,5,Champions,0.1,9,1,True
12681,2,24,17080.74,5,5,5,Champions,0.2,24,6,False
12682,0,23,11745.69,5,5,5,Champions,0.041666666666666664,23,1,True
12683,0,8,4220.21,5,5,5,Champions,0.1111111111111111,8,1,True
12686,6,1,89.14,5,1,1,Potential,0.0,1,0,False
12687,115,2,2138.91,2,2,5,Lost,0.0,2,0,False
12691,55,1,134.6,3,1,1,Potential,0.0,1,0,False
12692,272,1,110.95,1,1,1,Lost,0.0,1,0,False
12693,31,3,847.11,4,3,3,Loyal,0.4,3,2,False
12694,56,1,973.68,3,1,3,Potential,0.5,1,1,False
12695,163,3,825.02,2,3,3,At Risk,0.0,3,0,False
12696,69,2,851.91,3,2,3,Potential,0.3333333333333333,2,1,False
12698,225,1,339.75,1,1,2,Lost,0.0,1,0,False
12699,52,1,638.11,3,1,3,Potential,0.0,1,0,False
12701,164,4,1648.7,2,4,4,At Risk,0.0,4,0,False
12703,268,3,722.98,1,3,3,At Risk,0.4,3,2,False
12705,18,5,4893.81,4,4,5,Champions,0.375,5,3,False
12708,3,9,2601.19,5,5,5,Champions,0.4,9,6,False
12709,1,20,21107.94,5,5,5,Champions,0.3333333333333333,20,10,False
12711,246,2,1339.05,1,2,4,Lost,0.0,2,0,False
12712,0,10,2797.53,5,5,5,Champions,0.2857142857142857,10,4,False
12714,23,7,9384.85,4,5,5,Champions,0.0,7,0,True
12717,225,1,277.93,1,1,2,Lost,0.0,1,0,False
12720,4,6,2478.94,5,4,5,Champions,0.5384615384615384,6,7,False
12721,20,2,1356.95,4,2,4,Potential,0.5,2,2,False
12724,18,3,1286.11,4,3,4,Loyal,0.0,3,0,False
12725,6,4,2266.76,5,4,5,Champions,0.0,4,0,True
12726,22,4,1405.5,4,4,4,Champions,0.0,4,0,True
12727,77,3,1698.8300000000002,2,3,4,At Risk,0.0,3,0,False
12728,18,1,233.84,4,1,1,Potential,0.0,1,0,False
12730,156,1,829.25,2,1,3,Lost,0.0,1,0,False
12731,77,5,6879.8,2,4,5,At Risk,0.0,5,0,False
12733,24,3,2040.07,4,3,4,Loyal,0.4,3,2,False
12734,9,2,529.25,5,2,3,Potential,0.0,2,0,False
12737,133,1,100.0,2,1,1,Lost,0.0,1,0,False
12738,7,1,155.35,5,1,1,Potential,0.0,1,0,False
12739,20,2,1460.69,4,2,4,Potential,0.0,2,0,False
12741,164,2,406.07,2,2,2,Lost,0.0,2,0,False
12742,260,1,1201.52,1,1,4,Lost,0.5,1,1,False
12744,94,4,4037.77,2,4,5,At Risk,0.0,4,0,False
12745,121,3,925.41,2,3,3,At Risk,0.0,3,0,False
12746,175,1,254.55,2,1,2,Lost,0.6666666666666666,1,2,False
12747,4,16,5061.03,5,5,5,Champions,0.2727272727272727,16,6,False
12748,0,136,20222.6,5,5,5,Champions,0.08108108108108109,136,12,True
12749,34,4,2806.48,4,4,5,Champions,0.5,4,4,False
12751,79,1,268.27,2,1,2,Lost,0.0,1,0,False
12755,0,10,5218.709999999999,5,5,5,Champions,0.47368421052631576,10,9,False
12758,94,5,7111.650000000001,2,4,5,At Risk,0.16666666666666666,5,1,False
12759,21,5,3489.3,4,4,5,Champions,0.0,5,0,True
12760,90,1,347.8,2,1,2,Lost,0.0,1,0,False
12761,99,1,757.95,2,1,3,Lost,0.0,1,0,False
12763,4,1,320.08,5,1,2,Potential,0.0,1,0,False
12765,107,6,1404.58,2,4,4,At Risk,0.0,6,0,False
12766,1,3,3078.65,5,3,5,Loyal,0.4,3,2,False
12767,10,1,949.82,5,1,3,Potential,0.0,1,0,False
12768,85,1,168.69000000000003,2,1,1,Lost,0.5,1,1,False
12770,91,1,1895.0,2,1,4,Lost,0.8333333333333334,1,5,False
12771,120,1,282.3,2,1,2,Lost,0.5,1,1,False
12773,199,1,124.25,1,1,1,Lost,0.5,1,1,False
12774,170,1,98.7,2,1,1,Lost,0.0,1,0,False
12775,23,2,300.08,4,2,2,Potential,0.0,2,0,False
12776,302,1,55.5,1,1,1,Lost,0.0,1,0,False
12777,92,1,519.45,2,1,3,Lost,0.0,1,0,False
12778,31,3,953.45,4,3,3,Loyal,0.0,3,0,False
12779,6,7,2740.91,5,5,5,Champions,0.3,7,3,False
12780,233,1,337.4,1,1,2,Lost,0.0,1,0,False
12782,9,6,2287.32,5,4,5,Champions,0.25,6,2,False
12784,164,1,1230.33,2,1,4,Lost,0.0,1,0,False
12785,170,2,788.45,2,2,3,Lost,0.3333333333333333,2,1,False
12786,244,1,728.5,1,1,3,Lost,0.0,1,0,False
12787,48,1,398.52,3,1,2,Potential,0.5,1,1,False
12788,98,4,444.9,2,4,2,At Risk,0.0,4,0,False
12789,147,2,181.5,2,2,1,Lost,0.0,2,0,False
12790,45,1,266.93,3,1,2,Potential,0.5,1,1,False
12791,8,5,731.83,5,4,3,Champions,0.0,5,0,True
12792,169,1,426.47,2,1,2,Lost,0.5,1,1,False
12793,6,2,471.85,5,2,2,Potential,0.0,2,0,False
12796,263,1,381.0,1,1,2,Lost,0.0,1,0,False
12797,0,2,552.08,5,2,3,Potential,0.5,2,2,False
12798,56,1,1533.8899999999999,3,1,4,Potential,0.0,1,0,False
12799,164,1,219.35,2,1,1,Lost,0.0,1,0,False
12800,105,3,584.25,2,3,3,At Risk,0.0,3,0,False
12801,135,1,1071.82,2,1,4,Lost,0.5,1,1,False
12802,79,4,1968.84,2,4,4,At Risk,0.2,4,1,False
12803,28,1,1092.81,4,1,4,Potential,0.0,1,0,False
12804,100,2,325.37,2,2,2,Lost,0.0,2,0,False
12805,16,4,1434.95,4,4,4,Champions,0.0,4,0,True
12806,70,3,2858.96,2,3,5,At Risk,0.0,3,0,False
12807,18,1,330.35,4,1,2,Potential,0.6666666666666666,1,2,False
12808,3,3,422.45,5,3,2,Loyal,0.0,3,0,False
12809,200,2,1266.63,1,2,4,Lost,0.6666666666666666,2,4,False
12810,169,2,534.99,2,2,3,Lost,0.0,2,0,False
12811,13,2,519.05,5,2,3,Potential,0.0,2,0,False
12813,136,3,1687.8,2,3,4,At Risk,0.0,3,0,False
12817,34,2,524.94,4,2,3,Potential,0.0,2,0,False
12819,93,1,540.52,2,1,3,Lost,0.0,1,0,False
12820,32,7,1747.18,4,5,4,Champions,0.2222222222222222,7,2,False
12821,246,1,128.07999999999998,1,1,1,Lost,0.0,1,0,False
12823,29,13,4742.0,4,5,5,Champions,0.0,13,0,True
12825,156,2,518.63,2,2,3,Lost,0.0,2,0,False
12826,0,6,1481.03,5,4,4,Champions,0.25,6,2,False
12829,185,1,92.30000000000001,1,1,1,Lost,0.0,1,0,False
12831,98,2,236.06,2,2,1,Lost,0.0,2,0,False
12835,62,41,5996.83,3,5,5,Loyal,0.16326530612244897,41,8,False
12836,24,11,3949.37,4,5,5,Champions,0.15384615384615385,11,2,True
12837,204,1,528.5600000000001,1,1,3,Lost,0.0,1,0,False
12838,8,9,2694.75,5,5,5,Champions,0.18181818181818182,9,2,True
12839,2,13,4480.31,5,5,5,Champions,0.1875,13,3,True
12840,72,3,1315.2,2,3,4,At Risk,0.4,3,2,False
12841,4,17,3472.61,5,5,5,Champions,0.05555555555555555,17,1,True
12842,39,2,799.0,3,2,3,Potential,0.0,2,0,False
12843,17,22,4881.1,4,5,5,Champions,0.12,22,3,True
12844,77,2,322.64,2,2,2,Lost,0.0,2,0,False
12846,317,1,15.58,1,1,1,Lost,0.0,1,0,False
12847,22,1,765.36,4,1,3,Potential,0.0,1,0,False
12848,310,1,208.0,1,1,1,Lost,0.0,1,0,False
12849,16,4,2023.33,4,4,4,Champions,0.0,4,0,True
12850,80,1,330.0,2,1,2,Lost,0.0,1,0,False
12851,112,1,148.95,2,1,1,Lost,0.0,1,0,False
12853,62,5,1950.4,3,4,4,Loyal,0.2857142857142857,5,2,False
12854,196,4,1654.72,1,4,4,At Risk,0.3333333333333333,4,2,False
12855,7,4,612.84,5,4,3,Champions,0.0,4,0,True
12857,71,4,2581.6,2,4,5,At Risk,0.2,4,1,False
12858,18,1,147.27,4,1,1,Potential,0.5,1,1,False
12859,93,1,575.1,2,1,3,Lost,0.0,1,0,False
12860,328,1,54.22,1,1,1,Lost,0.0,1,0,False
12861,254,1,68.25,1,1,1,Lost,0.0,1,0,False
12862,60,2,984.62,3,2,4,Potential,0.0,2,0,False
12863,14,5,2271.35,5,4,5,Champions,0.0,5,0,True
12864,143,1,152.45,2,1,1,Lost,0.0,1,0,False
12865,13,2,1755.24,5,2,4,Potential,0.0,2,0,False
12866,109,2,668.23,2,2,3,Lost,0.0,2,0,False
12867,32,6,3819.92,4,4,5,Champions,0.0,6,0,True
12868,8,3,640.0,5,3,3,Loyal,0.0,3,0,False
12869,316,1,337.66999999999996,1,1,2,Lost,0.0,1,0,False
12870,10,3,1676.95,5,3,4,Loyal,0.25,3,1,False
12871,74,1,363.38,2,1,2,Lost,0.0,1,0,False
12872,0,11,3062.52,5,5,5,Champions,0.08333333333333333,11,1,True
12873,32,2,1653.3,4,2,4,Potential,0.0,2,0,False
12874,20,2,948.42,4,2,3,Potential,0.3333333333333333,2,1,False
12875,106,3,1013.76,2,3,4,At Risk,0.0,3,0,False
12876,29,2,1863.77,4,2,4,Potential,0.3333333333333333,2,1,False
12877,36,8,1406.3700000000001,3,5,4,Loyal,0.0,8,0,False
12880,16,2,640.13,4,2,3,Potential,0.0,2,0,False
12887,18,1,222.4,4,1,1,Potential,0.0,1,0,False
12889,16,4,385.46000000000004,4,4,2,Champions,0.3333333333333333,4,2,False
12890,22,1,329.3,4,1,2,Potential,0.0,1,0,False
12891,93,8,509.5,2,5,3,At Risk,0.1111111111111111,8,1,False
12892,31,1,263.38,4,1,2,Potential,0.0,1,0,False
12894,210,1,157.35,1,1,1,Lost,0.0,1,0,False
12897,16,2,297.75,4,2,2,Potential,0.0,2,0,False
12898,98,2,296.21000000000004,2,2,2,Lost,0.0,2,0,False
12899,48,1,366.4,3,1,2,Potential,0.0,1,0,False
12900,57,1,340.33,3,1,2,Potential,0.0,1,0,False
12903,63,1,833.53,3,1,3,Potential,0.0,1,0,False
12905,211,2,1018.42,1,2,4,Lost,0.3333333333333333,2,1,False
12907,30,2,508.91,4,2,3,Potential,0.3333333333333333,2,1,False
12908,15,3,1026.0,4,3,4,Loyal,0.0,3,0,False
12909,59,3,924.52,3,3,3,Loyal,0.4,3,2,False
12910,14,5,2721.48,5,4,5,Champions,0.16666666666666666,5,1,True
12911,186,1,1651.72,1,1,4,Lost,0.0,1,0,False
12913,3,9,4217.2300000000005,5,5,5,Champions,0.0,9,0,True
12914,35,1,223.98,4,1,1,Potential,0.0,1,0,False
12915,7,3,811.1,5,3,3,Loyal,0.5714285714285714,3,4,False
12916,77,3,1534.78,2,3,4,At Risk,0.0,3,0,False
12917,35,5,3765.2,4,4,5,Champions,0.2857142857142857,5,2,False
12920,206,3,323.86,1,3,2,At Risk,0.0,3,0,False
12921,1,39,19333.95,5,5,5,Champions,0.2909090909090909,39,16,False
12923,25,2,597.6,4,2,3,Potential,0.0,2,0,False
12924,28,8,1535.7,4,5,4,Champions,0.1111111111111111,8,1,True
12925,227,1,35.28,1,1,1,Lost,0.0,1,0,False
12926,46,4,1523.59,3,4,4,Loyal,0.0,4,0,False
12927,29,1,197.31,4,1,1,Potential,0.0,1,0,False
12928,13,7,2242.19,5,5,5,Champions,0.0,7,0,True
12931,15,42,50291.38,4,5,5,Champions,0.17647058823529413,42,9,True
12932,174,8,1698.56,2,5,4,At Risk,0.0,8,0,False
12933,15,5,1029.1,4,4,4,Champions,0.2857142857142857,5,2,False
12934,371,1,181.65,1,1,1,Lost,0.0,1,0,False
12935,10,8,2083.16,5,5,4,Champions,0.2727272727272727,8,3,False
12937,98,5,1593.34,2,4,4,At Risk,0.0,5,0,False
12939,14,12,13683.0,5,5,5,Champions,0.0,12,0,True
12941,359,1,377.49,1,1,2,Lost,0.0,1,0,False
12942,0,1,258.75,5,1,2,Potential,0.0,1,0,False
12943,193,2,496.5,1,2,2,Lost,0.3333333333333333,2,1,False
12945,291,1,437.16,1,1,2,Lost,0.0,1,0,False
12946,71,1,324.45,2,1,2,Lost,0.0,1,0,False
12947,8,1,304.04,5,1,2,Potential,0.0,1,0,False
12948,365,2,252.48000000000002,1,2,2,Lost,0.0,2,0,False
12949,17,14,11359.48,4,5,5,Champions,0.2222222222222222,14,4,False
12951,21,9,2149.65,4,5,5,Champions,0.25,9,3,False
12953,157,1,498.96000000000004,2,1,3,Lost,0.0,1,0,False
12954,273,1,162.45,1,1,1,Lost,0.0,1,0,False
12956,319,3,413.82,1,3,2,At Risk,0.0,3,0,False
12957,176,5,4689.43,1,4,5,At Risk,0.4444444444444444,5,4,False
12958,35,2,467.34,4,2,2,Potential,0.0,2,0,False
12959,119,1,150.95,2,1,1,Lost,0.0,1,0,False
12960,48,4,1322.07,3,4,4,Loyal,0.0,4,0,False
12961,14,1,211.99,5,1,1,Potential,0.0,1,0,False
12963,0,5,1744.96,5,4,4,Champions,0.16666666666666666,5,1,True
12964,72,1,132.24,2,1,1,Lost,0.0,1,0,False
12967,6,2,2646.02,5,2,5,Potential,0.0,2,0,False
12969,237,1,122.45,1,1,1,Lost,0.0,1,0,False
12970,15,6,1047.07,4,4,4,Champions,0.0,6,0,True
12971,1,33,4782.88,5,5,5,Champions,0.029411764705882353,33,1,True
12972,48,4,1161.2,3,4,4,Loyal,0.3333333333333333,4,2,False
12973,48,1,385.55,3,1,2,Potential,0.0,1,0,False
12974,200,1,264.15,1,1,2,Lost,0.0,1,0,False
12975,71,6,2100.09,2,4,4,At Risk,0.25,6,2,False
12976,13,7,2417.7799999999997,5,5,5,Champions,0.0,7,0,True
12977,136,3,474.64,2,3,2,At Risk,0.0,3,0,False
12978,20,5,2502.82,4,4,5,Champions,0.16666666666666666,5,1,True
12979,364,1,517.7,1,1,3,Lost,0.5,1,1,False
